Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward, Context Size, Num Attempts, Parameters
36, 15.86946661, 2358.687775850296, 760, 5193, 0.05, 1241, 1, [1. 3. 1. 3. 0. 3. 1. 0. 2. 1. 3. 2. 0. 3. 1. 2.]
37, 16.304810453, 2376.5971739292145, 780, 5317, 0.0, 1241, 1, [3. 2. 1. 0. 3. 2. 0. 1. 3. 1. 0. 2. 3. 0. 1. 2.]
38, 16.73749523, 2477.1689500808716, 800, 5420, 0.0, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
39, 17.211823361, 2593.939838409424, 820, 5547, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
40, 17.659938456, 2625.766558408737, 840, 5639, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
41, 18.121142669, 2758.1845996379852, 860, 5862, 0.05, 1328, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
42, 18.528724026, 2787.523246049881, 880, 5981, 0.0, 1241, 1, [3. 2. 1. 0. 1. 2. 3. 0. 2. 1. 3. 2. 0. 3. 1. 2.]
43, 18.940453398, 2809.6013004779816, 900, 6083, 0.1, 1241, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
44, 19.348529243, 2837.4006793498993, 920, 6264, 0.0, 1241, 1, [2. 1. 3. 2. 0. 1. 2. 3. 0. 3. 2. 1. 3. 0. 2. 3.]
45, 19.775663748, 2859.288922071457, 940, 6469, 0.0, 1241, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
46, 20.187537359, 2885.306008577347, 960, 6588, 0.0, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
47, 20.600683796000002, 3026.1995306015015, 980, 6769, 0.05, 1328, 1, [3. 1. 0. 2. 3. 0. 1. 2. 3. 1. 0. 2. 3. 0. 1. 2.]
48, 21.002206021, 3044.9958188533783, 1000, 6965, 0.0, 1241, 1, [3. 1. 0. 2. 3. 0. 1. 2. 3. 1. 0. 2. 3. 0. 1. 2.]
49, 21.411047228, 3214.6534678936005, 1020, 7071, 0.0, 1328, 1, [1. 2. 0. 3. 2. 1. 3. 0. 1. 3. 2. 0. 3. 1. 2. 0.]
50, 21.82094889, 3244.3281865119934, 1040, 7289, 0.05, 1241, 1, [1. 3. 2. 3. 2. 3. 1. 2. 3. 0. 2. 3. 0. 1. 2. 3.]
51, 22.262421481, 3266.675592660904, 1060, 7472, 0.0, 1241, 1, [2. 3. 1. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
52, 22.67875537, 3298.8840250968933, 1080, 7568, 0.0, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
53, 23.100450155, 3325.7094626426697, 1100, 7662, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
54, 23.530621457, 3347.2138671875, 1120, 7768, 0.05, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
55, 23.961793376, 3454.028430700302, 1140, 7888, 0.0, 1241, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
56, 24.387698515, 3521.507360935211, 1160, 8028, 0.0, 1183, 1, [2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
57, 24.824555882000002, 3611.1112513542175, 1180, 8253, 0.0, 1183, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
58, 25.262919094, 3640.401866197586, 1200, 8448, 0.1, 1241, 1, [1. 3. 2. 0. 2. 3. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
59, 25.687579874, 3673.8149161338806, 1220, 8566, 0.0, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
60, 26.121133196, 3700.8779242038727, 1240, 8680, 0.0, 1380, 1, [2. 1. 3. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
61, 26.550321634, 3795.6487276554108, 1260, 8877, 0.0, 1380, 1, [1. 3. 1. 3. 2. 3. 1. 3. 2. 3. 1. 3. 2. 3. 1. 3.]
62, 26.976081944, 3890.408226251602, 1280, 9032, 0.0, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0.]
63, 27.443865934, 3911.1248881816864, 1300, 9132, 0.0, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0.]
64, 27.880307602000002, 3949.9631135463715, 1320, 9338, 0.0, 1435, 1, [2. 3. 0. 2. 3. 1. 2. 1. 0. 2. 3. 1. 2. 3. 0. 2.]
65, 28.326370722, 4076.1605336666107, 1340, 9511, 0.05, 1380, 1, [1. 3. 1. 3. 2. 3. 1. 3. 2. 3. 1. 3. 2. 3. 1. 2.]
66, 28.761819859, 4101.078040838242, 1360, 9629, 0.0, 1380, 1, [3. 2. 0. 3. 2. 1. 3. 2. 1. 3. 0. 2. 3. 1. 2. 3.]
67, 29.198907397, 4181.914306163788, 1380, 9799, 0.1, 1380, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
68, 29.646618857, 4205.710461616516, 1400, 9917, 0.0, 1435, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0.]
69, 30.10381443, 4297.60163807869, 1420, 10012, 0.0, 1380, 1, [3. 2. 1. 0. 1. 2. 3. 0. 2. 3. 0. 1. 3. 2. 0. 3.]
70, 30.562406228, 4417.154981613159, 1440, 10227, 0.05, 1380, 1, [2. 3. 1. 2. 3. 0. 1. 3. 2. 1. 0. 3. 2. 1. 3. 0.]
71, 31.005756008, 4453.020915269852, 1460, 10358, 0.05, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0.]
72, 31.458566689, 4470.923655509949, 1480, 10471, 0.0, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0.]
73, 31.901297299, 4494.3254134655, 1500, 10592, 0.0, 1380, 1, [1. 2. 3. 1. 2. 3. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
74, 32.36093704, 4518.387815713882, 1520, 10731, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
75, 32.858397027, 4549.632109165192, 1540, 10936, 0.1, 1380, 1, [2. 3. 1. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
76, 33.303355249, 4740.094564914703, 1560, 11156, 0.0, 1380, 1, [3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2.]
77, 33.76612623, 4795.591444015503, 1580, 11248, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
78, 34.237236481000004, 4822.9475710392, 1600, 11349, 0.0, 1380, 1, [3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 3.]
79, 34.706743643, 4856.227597951889, 1620, 11456, 0.0, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
80, 35.173655731000004, 4979.986566066742, 1640, 11606, 0.0, 1380, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
81, 35.634495818, 5001.964843988419, 1660, 11689, 0.0, 1380, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
82, 36.100024678, 5034.854519844055, 1680, 11792, 0.0, 1328, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
83, 36.5023118, 5080.903438568115, 1700, 11917, 0.05, 1328, 1, [3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 3.]
84, 36.904968873, 5111.112601041794, 1720, 12049, 0.0, 1241, 1, [3. 2. 3. 0. 3. 2. 1. 0. 3. 2. 1. 0. 3. 2. 1. 3.]
85, 37.316282126, 5232.5339987277985, 1740, 12176, 0.0, 1328, 1, [1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 0. 2. 1. 3. 2.]
86, 37.766023388, 5253.9068768024445, 1760, 12287, 0.0, 1380, 1, [1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 0. 2. 1. 3. 2.]
87, 38.176686779, 5277.755745649338, 1780, 12481, 0.0, 1435, 1, [3. 1. 0. 2. 1. 3. 2. 1. 3. 0. 2. 1. 0. 3. 2. 0.]
88, 38.600381319, 5410.397132396698, 1800, 12594, 0.0, 1435, 1, [1. 2. 3. 0. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
89, 39.021907201, 5433.367943048477, 1820, 12751, 0.05, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
90, 39.448645645, 5617.479327917099, 1840, 12879, 0.1, 1435, 1, [1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0.]
91, 39.872451686, 5659.858176708221, 1860, 13074, 0.0, 1509, 1, [2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
92, 40.289049427, 5682.690070867538, 1880, 13166, 0.0, 1435, 1, [1. 2. 3. 0. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1.]
93, 40.706826598, 5732.800905942917, 1900, 13356, 0.0, 1435, 1, [1. 3. 1. 2. 3. 0. 1. 2. 1. 3. 0. 1. 2. 3. 0. 2.]
94, 41.126677995, 5769.619604587555, 1920, 13500, 0.0, 1435, 1, [2. 3. 1. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
95, 41.534401271, 5794.514596939087, 1940, 13646, 0.0, 1509, 1, [3. 2. 1. 3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
96, 41.941734625, 5908.563818454742, 1960, 13742, 0.0, 1509, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
97, 42.359794643, 5928.062351226807, 1980, 13906, 0.0, 1509, 1, [3. 1. 0. 2. 3. 1. 2. 0. 3. 2. 1. 3. 2. 0. 3. 2.]
98, 42.783947886, 5948.871075153351, 2000, 14020, 0.0, 1509, 1, [2. 3. 1. 3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
99, 43.24997474, 5994.967642068863, 2020, 14153, 0.0, 1509, 1, [3. 2. 1. 3. 2. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
100, 43.684881739, 6023.082426786423, 2040, 14261, 0.0, 1567, 1, [1. 2. 3. 0. 1. 2. 0. 3. 1. 0. 2. 3. 0. 1. 3. 2.]
101, 44.123836189, 6072.553821802139, 2060, 14407, 0.0, 1567, 1, [1. 3. 2. 0. 2. 3. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
102, 44.561932495, 6104.483618974686, 2080, 14543, 0.0, 1509, 1, [3. 2. 1. 0. 3. 1. 2. 0. 3. 2. 1. 0. 3. 1. 2. 3.]
103, 45.002417126, 6229.279818534851, 2100, 14633, 0.0, 1435, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0.]
104, 45.441784715, 6338.266770362854, 2120, 14973, 0.0, 1435, 1, [0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3.]
105, 45.874712404, 6484.054414510727, 2140, 15102, 0.05, 1435, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 3. 3. 3. 3.]
106, 46.324332727, 6506.215024471283, 2160, 15323, 0.05, 1509, 1, [2. 3. 1. 0. 3. 1. 2. 0. 3. 2. 1. 0. 3. 1. 2. 3.]
107, 46.751050452, 6561.740516662598, 2180, 15527, 0.05, 1567, 1, [1. 3. 2. 0. 3. 1. 2. 0. 3. 2. 1. 0. 3. 1. 2. 3.]
108, 47.176624419, 6594.358028888702, 2200, 15728, 0.1, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
109, 47.601480983, 6625.946760892868, 2220, 15879, 0.0, 1567, 1, [3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3.]
110, 48.036025378, 6674.912104129791, 2240, 16058, 0.15, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
111, 48.517366095, 6693.3843331336975, 2260, 16202, 0.0, 1509, 1, [2. 3. 2. 3. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 3.]
112, 48.960066829, 6808.90634727478, 2280, 16318, 0.05, 1435, 1, [2. 0. 3. 2. 1. 3. 2. 1. 3. 2. 1. 0. 3. 2. 1. 0.]
113, 49.405756668, 6827.942700147629, 2300, 16436, 0.0, 1435, 1, [3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3. 2. 1. 3.]
114, 49.862645388, 6970.289323091507, 2320, 16875, 0.0, 1509, 1, [0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3.]
115, 50.321572476, 6988.374586582184, 2340, 17032, 0.0, 1509, 1, [3. 1. 3. 2. 1. 3. 2. 1. 2. 0. 2. 1. 3. 1. 3. 2.]
116, 50.787467154, 7005.6569612026215, 2360, 17131, 0.0, 1567, 1, [3. 2. 2. 0. 2. 1. 3. 0. 3. 1. 2. 3. 1. 2. 0. 3.]
117, 51.255186279, 7156.570717334747, 2380, 17259, 0.05, 1567, 1, [2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
118, 51.723934933, 7174.445504426956, 2400, 17367, 0.0, 1567, 1, [3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 3.]
119, 52.174891879, 7205.231353998184, 2420, 17553, 0.15, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
120, 52.62938342, 7253.320016384125, 2440, 17713, 0.0, 1567, 1, [2. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
121, 53.080118952, 7283.643390893936, 2460, 17982, 0.05, 1509, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 2. 3. 1. 2. 3. 1.]
122, 53.566772002, 7312.18390417099, 2480, 18214, 0.1, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
123, 54.026473351, 7373.099563598633, 2500, 18338, 0.0, 1435, 1, [3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 3.]
124, 54.483312221, 7464.833744049072, 2520, 18458, 0.05, 1380, 1, [0. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 2. 3.]
125, 54.943604772, 7613.548530817032, 2540, 18562, 0.0, 1435, 1, [2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 3. 3. 3. 3.]
126, 55.410098921, 7635.2175989151, 2560, 18760, 0.1, 1435, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 2. 3. 1. 2. 3. 2.]
127, 55.882524581, 7658.814543008804, 2580, 18967, 0.0, 1509, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0. 2.]
128, 56.353063642, 7775.538958311081, 2600, 19050, 0.0, 1509, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
129, 56.821237451, 7833.869413614273, 2620, 19216, 0.0, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
130, 57.265300914, 7890.820485115051, 2640, 19323, 0.0, 1509, 1, [1. 2. 3. 0. 2. 3. 0. 1. 3. 2. 0. 1. 2. 3. 0. 2.]
131, 57.716038133, 7918.8891406059265, 2660, 19479, 0.05, 1435, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
132, 58.17255848, 7947.481557369232, 2680, 19706, 0.05, 1435, 1, [1. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
133, 58.669103302, 7970.452624082565, 2700, 19858, 0.0, 1435, 1, [3. 2. 3. 0. 1. 3. 2. 1. 3. 2. 1. 0. 2. 3. 1. 2.]
134, 59.131726523, 8000.103079319, 2720, 20067, 0.15, 1435, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
135, 59.605499589, 8181.160178899765, 2740, 20179, 0.15, 1509, 1, [1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 2.]
136, 60.084561895, 8365.366861820221, 2760, 20259, 0.0, 1509, 1, [1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 3. 1. 1. 0.]
137, 60.568617601, 8443.625878095627, 2780, 20352, 0.0, 1509, 1, [1. 1. 1. 1. 2. 2. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
138, 61.039552684, 8470.858973741531, 2800, 20558, 0.05, 1509, 1, [3. 2. 0. 1. 3. 1. 2. 0. 3. 2. 0. 1. 3. 1. 2. 0.]
139, 61.532804623, 8546.732817649841, 2820, 20674, 0.0, 1509, 1, [1. 3. 1. 3. 1. 3. 1. 3. 2. 3. 1. 3. 3. 3. 3. 0.]
140, 61.994568686, 8584.660510063171, 2840, 20797, 0.05, 1567, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
141, 62.456440007, 8645.182206869125, 2860, 20927, 0.05, 1618, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 2.]
142, 62.915828171, 8677.58561372757, 2880, 21087, 0.05, 1618, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 1. 3.]
143, 63.372674867, 8732.002116203308, 2900, 21265, 0.0, 1618, 1, [2. 3. 1. 2. 3. 1. 0. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
144, 63.875851892, 8866.265384197235, 2920, 21382, 0.15, 1567, 1, [1. 1. 2. 2. 1. 1. 2. 2. 1. 1. 2. 2. 1. 1. 2. 2.]
145, 64.339152552, 8964.402703523636, 2940, 21502, 0.05, 1618, 1, [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 2.]
146, 64.810795904, 9109.120110273361, 2960, 21644, 0.1, 1567, 1, [2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
147, 65.300345229, 9245.539702653885, 2980, 21804, 0.0, 1567, 1, [2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3. 2. 3.]
148, 65.767922247, 9263.17993426323, 3000, 22035, 0.05, 1618, 1, [1. 3. 2. 3. 1. 0. 2. 3. 1. 3. 2. 3. 1. 3. 2. 3.]
149, 66.244778035, 9275.212921380997, 3020, 22251, 0.0, 1618, 1, [3. 2. 0. 1. 3. 2. 0. 1. 3. 2. 0. 1. 3. 2. 0. 1.]
150, 66.719869227, 9325.898251056671, 3040, 22458, 0.0, 1673, 1, [2. 3. 2. 0. 1. 3. 2. 1. 3. 2. 0. 2. 1. 3. 0. 2.]
151, 67.197042568, 9384.092487335205, 3060, 22647, 0.05, 1673, 1, [2. 3. 1. 3. 2. 0. 1. 2. 3. 1. 0. 2. 3. 1. 3. 2.]
152, 67.650321584, 9448.155727863312, 3080, 22755, 0.0, 1673, 1, [1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 0. 1. 2. 3. 3.]
153, 68.124402366, 9471.790858268738, 3100, 22923, 0.05, 1618, 1, [2. 3. 1. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
154, 68.594256055, 9497.544404268265, 3120, 23131, 0.05, 1618, 1, [2. 3. 1. 2. 3. 0. 1. 3. 2. 1. 0. 2. 3. 1. 3. 2.]
155, 69.095039336, 9604.976281881332, 3140, 23287, 0.0, 1567, 1, [1. 3. 1. 3. 1. 3. 1. 3. 1. 3. 2. 3. 1. 3. 2. 3.]
156, 69.574279815, 9623.189802646637, 3160, 23369, 0.0, 1509, 1, [1. 2. 3. 0. 2. 3. 1. 2. 3. 0. 1. 2. 3. 0. 2. 3.]
